년도,사이버과정명,차수,수행부처,수료율
2019,想像경영을 위한 Futuring 기법,9차,방위사업청,0.0
2020,(감사실무자과정)감사정보활용 및 직무감찰기법,1차,감사교육원,100.0
2020,(감사실무자과정)감사정보활용 및 직무감찰기법,2차,감사교육원,100.0
2020,(사) 공공 계약의 이해,1차,감사교육원,100.0
2020,(사) 공문서의 달인에게 배우는 한 번에 결재 받는 보고서,1차,국내위탁교육기관,100.0
2020,(사) 공직 범죄의 주요 유형 및 처리 요령,1차,감사교육원,100.0
2020,(사) 성인지교육(여성가족부 여성정책국장 이기순),1차,국가공무원인재개발원,100.0
2020,(사) 세 가지 키워드로 본 한반도의 길,1차,통일교육원,100.0
2020,(사) 이선욱의 가지치기 영문법(1/2),1차,국가공무원인재개발원,100.0
2020,(사) 진정한 리더는 누구인가,1차,국가공무원인재개발원,100.0
2020,(사) 진정한 리더는 누구인가,2차,국가공무원인재개발원,100.0
2020,(사) 청렴판단력 키우기,1차,청렴연수원,100.0
2020,(사) 청렴판단력 키우기,2차,청렴연수원,100.0
2020,(사) 청탁금지법의 이해,1차,지방자치인재개발원,100.0
2020,(사) 코리안 디아스포라와 통일,1차,통일교육원,100.0
2020,(사) 패턴영어회화 SPY 중급 1,1차,국가공무원인재개발원,100.0
2020,(사) 학습형 SW사업계약 변화에 적응하기,1차,국가공무원인재개발원,100.0
2020,(사)(감사실무자과정)감사결과 처리안 작성법,1차,감사교육원,100.0
2020,(사)(감사실무자과정)감사계획 및 실시요령,1차,감사교육원,100.0
2020,(사)2020년 상반기 성폭력.성매매 예방교육,1차,방위사업청,99.4
2020,(사)2020년 상반기 성폭력.성매매 예방교육,2차,방위사업청,99.0
2020,(사)4차 산업혁명 시대의 한국경제 미래전략,1차,국가공무원인재개발원,100.0
2020,(사)4차산업혁명 패러다임 변화에 따른 행정 분야별 영향 및 대응전략,1차,국가공무원인재개발원,100.0
2020,"(사)4차산업혁명시대, 지능적 미래정부 구현을 위한 혁신 전략",1차,국가공무원인재개발원,100.0
2020,(사)Coaching for you,1차,기타위탁기관,100.0
2020,(사)ETS TOEIC® 공식실전서 LC 중급,1차,국가공무원인재개발원,100.0
2020,(사)HRD기본,1차,국가공무원인재개발원,100.0
2020,(사)One Point 토익스피킹 LV.7-8,1차,국가공무원인재개발원,100.0
2020,(사)SW역량 강화를 위한 프로그래밍 기초 실무,1차,기타위탁기관,100.0
2020,(사)The 바른 스페인어 첫걸음,1차,국가공무원인재개발원,100.0
2020,(사)[나말해] 200패턴 영어로 쉽게 말하기[입문편],1차,국가공무원인재개발원,100.0
2020,(사)the쉬운 Grammar로 Part 5 정복하기,1차,국가공무원인재개발원,100.0
2020,(사)감사 실시 및 처리 요령,1차,감사교육원,100.0
2020,(사)감사결과 보고서의 작성실무,1차,감사교육원,100.0
2020,(사)감사결과 보고서의 작성실무,2차,감사교육원,100.0
2020,(사)경계 해체 시대의 사고의 유연성,1차,국가공무원인재개발원,100.0
2020,(사)계약서 검토와 작성법 실무,1차,국가공무원인재개발원,100.0
2020,(사)공공 통일교육,1차,통일교육원,100.0
2020,(사)공공계약법의 이해,1차,감사교육원,100.0
2020,(사)공공재정환수법,1차,방위사업청,93.1
2020,(사)공공재정환수법,2차,방위사업청,92.0
2020,(사)공공재정환수법,3차,방위사업청,92.4
2020,(사)공공재정환수법,4차,방위사업청,90.9
2020,(사)공공재정환수법,5차,방위사업청,92.4
2020,(사)공직사회 4차산업혁명 DNA를 깨워라,1차,기타위탁기관,100.0
2020,(사)공직자 안보교육,1차,국가공무원인재개발원,100.0
2020,(사)공직자를 위한 English writing skills,1차,국가공무원인재개발원,100.0
2020,(사)공직자를 위한 신목민심서,1차,청렴연수원,100.0
2020,(사)공직자를 위한 신목민심서,2차,청렴연수원,100.0
2020,(사)공직자를 위한 신목민심서,3차,청렴연수원,100.0
2020,"(사)국가공무원 채용 면접대상 5급공채(행정,기술)",1차,국가공무원인재개발원,100.0
2020,(사)권익구제와 옴부즈만,1차,청렴연수원,100.0
2020,(사)권익구제와 옴부즈만,2차,청렴연수원,100.0
2020,(사)권익구제와 옴부즈만,3차,청렴연수원,100.0
2020,(사)권익구제와 옴부즈만,4차,청렴연수원,0.0
2020,(사)권익구제와 옴부즈만,5차,청렴연수원,100.0
2020,(사)글로벌 역량 강화를 위한 경제동향 이해,1차,기타위탁기관,100.0
2020,(사)기초회화 필수 영단어 - 접두사편,1차,국가공무원인재개발원,100.0
2020,(사)김진명이 들려주는 한민족 최강의 리더십 이야기(1),1차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,1차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,10차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,11차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,12차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,2차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,3차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,4차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,5차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,6차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,7차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,8차,국가공무원인재개발원,100.0
2020,(사)나라배움이북,9차,국가공무원인재개발원,100.0
2020,(사)남북협상의 이해,1차,통일교육원,100.0
2020,(사)독일통일 다시보기,1차,통일교육원,100.0
2020,(사)독일통일 다시보기,2차,통일교육원,100.0
2020,(사)두근두근 나의 첫 태국어,1차,국가공무원인재개발원,100.0
2020,(사)두근두근 태국어 Step2,1차,국가공무원인재개발원,100.0
2020,(사)디지털 시대의 변화와 정책소통,1차,국가공무원인재개발원,100.0
2020,(사)리더는 어떻게 협상하는가?,1차,국가공무원인재개발원,100.0
2020,(사)마이크로러닝,1차,국가공무원인재개발원,100.0
2020,(사)마이크로러닝,2차,국가공무원인재개발원,100.0
2020,(사)마이크로러닝,3차,국가공무원인재개발원,100.0
2020,(사)마이크로러닝,4차,국가공무원인재개발원,100.0
2020,(사)마이크로러닝,5차,국가공무원인재개발원,100.0
2020,(사)말문이 트이는 일본어 프리토킹,1차,국가공무원인재개발원,100.0
2020,(사)맨투맨 영어 - 기본영어 1 (2/2),1차,국가공무원인재개발원,100.0
2020,(사)맨투맨 영어 - 기초영어 (1/4),1차,국가공무원인재개발원,100.0
2020,(사)맨투맨 영어 - 기초영어(3/4),1차,국가공무원인재개발원,100.0
2020,(사)맨투맨 영어(개정판)-종합영어1 Step1,1차,국가공무원인재개발원,100.0
2020,(사)모두가 행복한 조직 만들기,1차,국가공무원인재개발원,100.0
2020,(사)미래사회의 AI.빅데이터 활용전략,1차,기타위탁기관,100.0
2020,(사)반부패 청렴정책의 이해,1차,청렴연수원,100.0
2020,(사)반부패 청렴정책의 이해,2차,청렴연수원,100.0
2020,(사)반부패 청렴정책의 이해,3차,청렴연수원,100.0
2020,(사)반부패 청렴정책의 이해,4차,청렴연수원,100.0
2020,(사)반부패 청렴정책의 이해,5차,청렴연수원,100.0
2020,(사)보고서 잘 쓰는 방법,1차,국가공무원인재개발원,100.0
2020,(사)보람찬 인생설계 교육,1차,기타위탁기관,100.0
2020,(사)부패앞에 단호해지기,1차,청렴연수원,100.0
2020,(사)부패앞에 단호해지기,2차,청렴연수원,100.0
2020,(사)부패앞에 단호해지기,3차,청렴연수원,100.0
2020,(사)부패앞에 단호해지기,4차,청렴연수원,100.0
2020,(사)부패앞에 단호해지기,5차,청렴연수원,100.0
2020,(사)부패앞에 단호해지기,6차,청렴연수원,100.0
2020,(사)부패앞에 단호해지기,7차,청렴연수원,100.0
2020,(사)북한사회와 주민생활,1차,통일교육원,100.0
2020,(사)북한사회와 주민생활 Ⅱ,1차,통일교육원,100.0
2020,(사)비즈니스 영작문 - 문법Ⅰ,1차,국가공무원인재개발원,100.0
2020,(사)사례로 배우는 부패영향평가,1차,청렴연수원,100.0
2020,(사)사례로 배우는 부패영향평가,2차,청렴연수원,100.0
2020,(사)사례로 배우는 부패영향평가,3차,청렴연수원,100.0
2020,(사)사례로 배우는 부패영향평가,4차,청렴연수원,100.0
2020,(사)사례로 배우는 부패영향평가,5차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,1차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,2차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,3차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,4차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,5차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,6차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,7차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,8차,청렴연수원,100.0
2020,(사)사례로 배우는 청탁금지법,9차,청렴연수원,100.0
2020,(사)설민석의 역사 속 인물열전,1차,국가공무원인재개발원,100.0
2020,(사)성과감사 방법론,1차,감사교육원,100.0
2020,(사)성인지 교육,1차,국가공무원인재개발원,100.0
2020,(사)세상을 바꾸는 힘 공익신고,1차,청렴연수원,100.0
2020,(사)세상을 바꾸는 힘 공익신고,2차,청렴연수원,100.0
2020,(사)세상을 바꾸는 힘 공익신고,3차,청렴연수원,100.0
2020,(사)세상을 바꾸는 힘 공익신고,4차,청렴연수원,100.0
2020,(사)세상을 바꾸는 힘 공익신고,5차,청렴연수원,100.0
2020,(사)세상을 바꾸는 힘 공익신고,6차,청렴연수원,100.0
2020,(사)스마트 RC카 제작을 통해 배우는 소프트웨어적 사고와 문제해결,1차,기타위탁기관,100.0
2020,(사)스마트 라이프 따라하기,1차,국가공무원인재개발원,100.0
2020,"(사)시간 단축의 끝, 900점 완성 LC",1차,국가공무원인재개발원,100.0
2020,(사)신임과장과정,1차,국가공무원인재개발원,100.0
2020,(사)실전영어 발음편,1차,국가공무원인재개발원,100.0
2020,(사)안전한 사회를 위한 폭력예방,1차,국가공무원인재개발원,100.0
2020,(사)안전한 사회를 위한 폭력예방,2차,국가공무원인재개발원,100.0
2020,(사)알기 쉬운 공직자 행동강령,1차,지방자치인재개발원,100.0
2020,(사)알기쉬운 공직자 행동강령,1차,청렴연수원,100.0
2020,(사)알기쉬운 공직자 행동강령,2차,청렴연수원,100.0
2020,(사)알기쉬운 공직자 행동강령,3차,청렴연수원,100.0
2020,(사)알기쉬운 공직자 행동강령,4차,청렴연수원,100.0
2020,(사)알기쉬운 공직자 행동강령,5차,청렴연수원,100.0
2020,(사)알기쉬운 공직자 행동강령,6차,청렴연수원,100.0
2020,(사)알기쉬운 공직자 행동강령,7차,청렴연수원,100.0
2020,(사)알기쉬운 공직자 행동강령,8차,청렴연수원,100.0
2020,(사)양성평등과 성주류화 패러다임,1차,국가공무원인재개발원,100.0
2020,(사)어학마이크로러닝,1차,국가공무원인재개발원,100.0
2020,(사)어학마이크로러닝,2차,국가공무원인재개발원,100.0
2020,(사)어학마이크로러닝,3차,국가공무원인재개발원,100.0
2020,(사)어학마이크로러닝,4차,국가공무원인재개발원,100.0
2020,(사)어학마이크로러닝,5차,국가공무원인재개발원,100.0
2020,(사)어학마이크로러닝,6차,국가공무원인재개발원,100.0
2020,(사)어학마이크로러닝,7차,국가공무원인재개발원,100.0
2020,(사)어학마이크로러닝,8차,국가공무원인재개발원,100.0
2020,(사)역사 속 통일의 현대사적 의미,1차,통일교육원,100.0
2020,(사)역사 속 통일의 현대사적 의미,2차,통일교육원,100.0
2020,(사)역사속에서 찾은 청렴이야기,1차,청렴연수원,100.0
2020,(사)역사속에서 찾은 청렴이야기,2차,청렴연수원,100.0
2020,(사)역사속에서 찾은 청렴이야기,3차,청렴연수원,100.0
2020,(사)역사속에서 찾은 청렴이야기,4차,청렴연수원,100.0
2020,(사)역사속에서 찾은 청렴이야기,5차,청렴연수원,100.0
2020,(사)역사속에서 찾은 청렴이야기,6차,청렴연수원,100.0
2020,(사)역사속에서 찾은 청렴이야기,7차,청렴연수원,100.0
2020,(사)역사속에서 찾은 청렴이야기,8차,청렴연수원,100.0
2020,(사)역사에서 배우는 공직자의 길,1차,국가공무원인재개발원,100.0
2020,(사)예산실무,1차,국가공무원인재개발원,100.0
2020,(사)왕초보 영어 청취,1차,국가공무원인재개발원,100.0
2020,(사)이선욱의 가지치기 영문법 (2/2),1차,국가공무원인재개발원,100.0
2020,(사)이순신장군의 청렴리더십,1차,청렴연수원,100.0
2020,(사)이순신장군의 청렴리더십,2차,청렴연수원,100.0
2020,(사)입이 열리는 영어 청취,1차,국가공무원인재개발원,100.0
2020,(사)자체감사 실무의 이해,1차,감사교육원,100.0
2020,(사)자체감사기준 해설,1차,감사교육원,100.0
2020,(사)장애인 인식개선 교육(인식의 새로고침),1차,국가공무원인재개발원,100.0
2020,(사)적극행정 실천과정,1차,국가공무원인재개발원,100.0
2020,(사)적극행정의 이해,1차,국가공무원인재개발원,100.0
2020,(사)진정한 리더는 누구인가「펠로폰네소스 전쟁사」,1차,국가공무원인재개발원,100.0
2020,(사)철학이란 무엇인가,1차,국가공무원인재개발원,100.0
2020,(사)청탁금지법의 이해,1차,청렴연수원,100.0
2020,(사)청탁금지법의 이해,2차,청렴연수원,100.0
2020,(사)청탁금지법의 이해,3차,청렴연수원,100.0
2020,(사)청탁금지법의 이해,4차,청렴연수원,100.0
2020,(사)청탁금지법의 이해,5차,청렴연수원,100.0
2020,(사)청탁금지법의 이해,6차,청렴연수원,100.0
2020,(사)청탁금지법의 이해,7차,청렴연수원,100.0
2020,(사)청탁금지법의 이해,8차,청렴연수원,100.0
2020,(사)토익 Listening Part 4,1차,국가공무원인재개발원,100.0
2020,(사)통계기초 및 활용과정,1차,통계교육원,100.0
2020,(사)통계학의 이해,1차,통계교육원,100.0
2020,"(사)통일문제, 어떻게 볼 것인가",1차,통일교육원,100.0
2020,(사)학습형 공무원을 위한 빅데이터 이해하기,1차,국가공무원인재개발원,100.0
2020,(사)한 달 안에 끝내는 해커스 토익 기출 보카,1차,국가공무원인재개발원,100.0
2020,(사)한 달 안에 끝내는 해커스 토익 기출 보카(후반부),1차,국가공무원인재개발원,100.0
2020,(사)한국정치와 방위사업,1차,방위사업청,0.0
2020,(사)한국정치와 방위사업,2차,방위사업청,100.0
2020,(사)한국정치와 방위사업,3차,방위사업청,100.0
2020,(사)한국정치와 방위사업,4차,방위사업청,0.0
2020,(사)한국정치와 방위사업,5차,방위사업청,66.7
2020,(사)한국정치와 방위사업,6차,방위사업청,100.0
2020,(사)한글 2010,1차,국가공무원인재개발원,100.0
2020,(사)함께가는 통일의 길,1차,통일교육원,100.0
2020,(사)행정실무자양성과정,1차,국가공무원인재개발원,100.0
2020,(사)행정심판 실무 입문,1차,청렴연수원,100.0
2020,(사)행정쟁송의 이해과정,1차,법제처,100.0
2020,(직무감찰과정)공직범죄의 주요유형 및 사례,1차,감사교육원,100.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",1차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",10차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",11차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",12차,방위사업청,50.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",2차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",3차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",4차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",5차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",6차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",7차,방위사업청,100.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",8차,방위사업청,0.0
2020,"100명의 머리를 이기는 연금술, 전략적 사고",9차,방위사업청,0.0
2020,20-10차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-11차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-12차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-13차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-14차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-15차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-1차 감사업무이해과정,1차,,100.0
2020,20-1차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-2차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-3차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-4차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-5차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-6차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-7차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-8차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,20-9차 원가계산 외부용역 제안서 평가,1차,방위사업청,100.0
2020,2007 기획력,1차,방위사업청,0.0
2020,2007 기획력,10차,방위사업청,100.0
2020,2007 기획력,11차,방위사업청,0.0
2020,2007 기획력,12차,방위사업청,0.0
2020,2007 기획력,2차,방위사업청,0.0
2020,2007 기획력,3차,방위사업청,0.0
2020,2007 기획력,4차,방위사업청,0.0
2020,2007 기획력,5차,방위사업청,0.0
2020,2007 기획력,6차,방위사업청,0.0
2020,2007 기획력,7차,방위사업청,0.0
2020,2007 기획력,8차,방위사업청,0.0
2020,2007 기획력,9차,방위사업청,0.0
2020,2007 창의력,1차,방위사업청,0.0
2020,2007 창의력,10차,방위사업청,0.0
2020,2007 창의력,11차,방위사업청,0.0
2020,2007 창의력,12차,방위사업청,0.0
2020,2007 창의력,2차,방위사업청,0.0
2020,2007 창의력,3차,방위사업청,0.0
2020,2007 창의력,4차,방위사업청,0.0
2020,2007 창의력,5차,방위사업청,0.0
2020,2007 창의력,6차,방위사업청,100.0
2020,2007 창의력,7차,방위사업청,0.0
2020,2007 창의력,8차,방위사업청,0.0
2020,2007 창의력,9차,방위사업청,0.0
2020,2019 국방과학기술조사서 설명회,1차,방위사업청,100.0
2020,2019년 [850점]토익 Reading 문법①STEP2,1차,국가공무원인재개발원,100.0
2020,2019년 하반기 근무성적평가 교육,1차,방위사업청,100.0
2020,2020 세종청사 아카데미 : 사회과학과 공공정책,1차,고려대학교,100.0
2020,2020 세종청사 아카데미 : 인식의 전환을 위한 인문학,1차,충북대학교,100.0
2020,2020 적극행정 추진방안,1차,국가공무원인재개발원,100.0
2020,2020 적극행정 추진방안,1차,방위사업청,93.0
2020,2020 적극행정 추진방안,2차,방위사업청,91.7
2020,2020 적극행정 추진방안,3차,방위사업청,91.8
2020,2020 적극행정 추진방안,4차,방위사업청,88.8
2020,2020 적극행정 추진방안,5차,방위사업청,95.9
2020,2020 적극행정 추진방안,6차,방위사업청,91.4
2020,2020 적극행정 추진방안,7차,방위사업청,94.0
2020,2020 정보공개 담당자 교육 상시학습 인정 알림,1차,행정안전부,100.0
2020,2020년 3분기 과장급 성희롱·성폭력 예방교육,1차,방위사업청,100.0
2020,2020년 ATD 인재개발과정(온라인),1차,인사혁신처,100.0
2020,2020년 갑질 예방 직장교육,1차,방위사업청,97.1
2020,2020년 공공부문 아동학대 예방교육,1차,국가공무원인재개발원,100.0
2020,2020년 공공부문 아동학대 예방교육,2차,국가공무원인재개발원,100.0
2020,2020년 상반기 감사관실 성과분석회의,1차,방위사업청,100.0
2020,2020년 상반기 세종청사 아카데미,1차,한국개발연구원,100.0
2020,2020년 조직문화 개선교육,1차,방위사업청,97.6
2020,"2020년 하반기 성희롱, 가정폭력 예방교육(집합대체)",1차,방위사업청,97.4
2020,"2020년 하반기 성희롱, 가정폭력 예방교육(집합대체)",2차,방위사업청,89.8
2020,"2020년 하반기 성희롱, 가정폭력 예방교육(집합대체)",3차,방위사업청,94.0
2020,"2020년 하반기 성희롱, 가정폭력 예방교육(집합대체)",4차,방위사업청,95.1
2020,2020년 하반기 적극행정 교육,1차,방위사업청,97.1
2020,2020년 핵심기술 연구개발 제안서 평가,1차,,100.0
2020,2020년 핵심기술사업 성과평가 참석자,1차,,100.0
2020,2020년도 방위력개선사업 분석평가결과 발표회,1차,방위사업청,100.0
2020,20년 외국어교실 1기,1차,방위사업청,0.0
2020,20년 잠수함 감항성 관리 세미나,1차,방위사업청,100.0
2020,20년 청아람 기고 11.12월호,1차,,66.7
2020,20년 청아람 기구 9.10.월호,1차,방위사업청,33.3
2020,4대폭력 예방교육 (2018년),1차,방위사업청,89.3
2020,4대폭력 예방교육 (2018년),10차,방위사업청,88.2
2020,4대폭력 예방교육 (2018년),11차,방위사업청,91.2
2020,4대폭력 예방교육 (2018년),12차,방위사업청,94.9
2020,4대폭력 예방교육 (2018년),2차,방위사업청,84.3
2020,4대폭력 예방교육 (2018년),3차,방위사업청,85.3
2020,4대폭력 예방교육 (2018년),4차,방위사업청,90.0
2020,4대폭력 예방교육 (2018년),5차,방위사업청,82.1
2020,4대폭력 예방교육 (2018년),6차,방위사업청,84.7
2020,4대폭력 예방교육 (2018년),7차,방위사업청,92.1
2020,4대폭력 예방교육 (2018년),8차,방위사업청,88.6
2020,4대폭력 예방교육 (2018년),9차,방위사업청,82.6
2020,4차 산업혁명과 공직사회의 변화,1차,국가공무원인재개발원,100.0
2020,AIMS 인증시험 업무 소개교육,1차,방위사업청,100.0
2020,Design&Creativity(디자인과 창의성),1차,국가공무원인재개발원,100.0
2020,ETS TOEIC 정기시험 기출문제집 1000 LC,1차,국가공무원인재개발원,100.0
2020,ETS TOEIC 정기시험 기출문제집 1000 RC,1차,국가공무원인재개발원,100.0
2020,ETS TOEIC 정기시험 기출문제집 LC 핵심이론,1차,국가공무원인재개발원,100.0
2020,EVMS 소개 (2011년),1차,방위사업청,0.0
2020,EVMS 소개 (2011년),10차,방위사업청,0.0
2020,EVMS 소개 (2011년),11차,방위사업청,100.0
2020,EVMS 소개 (2011년),12차,방위사업청,33.3
2020,EVMS 소개 (2011년),2차,방위사업청,0.0
2020,EVMS 소개 (2011년),3차,방위사업청,100.0
2020,EVMS 소개 (2011년),4차,방위사업청,33.3
2020,EVMS 소개 (2011년),5차,방위사업청,100.0
2020,EVMS 소개 (2011년),6차,방위사업청,0.0
2020,EVMS 소개 (2011년),7차,방위사업청,100.0
2020,EVMS 소개 (2011년),8차,방위사업청,0.0
2020,EVMS 소개 (2011년),9차,방위사업청,100.0
2020,EVMS 소개 (2011년)_30차수,30차,방위사업청,0.0
2020,FMS가격구성 및 대금지불 (2010년),1차,방위사업청,33.3
2020,FMS가격구성 및 대금지불 (2010년),10차,방위사업청,0.0
2020,FMS가격구성 및 대금지불 (2010년),11차,방위사업청,0.0
2020,FMS가격구성 및 대금지불 (2010년),12차,방위사업청,100.0
2020,FMS가격구성 및 대금지불 (2010년),2차,방위사업청,50.0
2020,FMS가격구성 및 대금지불 (2010년),3차,방위사업청,33.3
2020,FMS가격구성 및 대금지불 (2010년),4차,방위사업청,33.3
2020,FMS가격구성 및 대금지불 (2010년),5차,방위사업청,60.0
2020,FMS가격구성 및 대금지불 (2010년),6차,방위사업청,0.0
2020,FMS가격구성 및 대금지불 (2010년),7차,방위사업청,100.0
2020,FMS가격구성 및 대금지불 (2010년),8차,방위사업청,50.0
2020,FMS가격구성 및 대금지불 (2010년),9차,방위사업청,0.0
2020,FMS구매 관리 (2012년),1차,방위사업청,66.7
2020,FMS구매 관리 (2012년),10차,방위사업청,80.0
2020,FMS구매 관리 (2012년),11차,방위사업청,33.3
2020,FMS구매 관리 (2012년),12차,방위사업청,100.0
2020,FMS구매 관리 (2012년),2차,방위사업청,60.0
2020,FMS구매 관리 (2012년),3차,방위사업청,75.0
2020,FMS구매 관리 (2012년),4차,방위사업청,0.0
2020,FMS구매 관리 (2012년),5차,방위사업청,100.0
2020,FMS구매 관리 (2012년),6차,방위사업청,0.0
2020,FMS구매 관리 (2012년),7차,방위사업청,100.0
2020,FMS구매 관리 (2012년),8차,방위사업청,0.0
2020,FMS구매 관리 (2012년),9차,방위사업청,100.0
2020,FMS구매 관리 (2012년)_30차수,30차,방위사업청,0.0
2020,ILS관리 (2008년),1차,방위사업청,60.0
2020,ILS관리 (2008년),10차,방위사업청,100.0
2020,ILS관리 (2008년),11차,방위사업청,20.0
2020,ILS관리 (2008년),12차,방위사업청,100.0
2020,ILS관리 (2008년),2차,방위사업청,100.0
2020,ILS관리 (2008년),3차,방위사업청,66.7
2020,ILS관리 (2008년),4차,방위사업청,80.0
2020,ILS관리 (2008년),5차,방위사업청,0.0
2020,ILS관리 (2008년),6차,방위사업청,66.7
2020,ILS관리 (2008년),7차,방위사업청,100.0
2020,ILS관리 (2008년),8차,방위사업청,66.7
2020,ILS관리 (2008년),9차,방위사업청,100.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,1차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,10차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,11차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,12차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,2차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,3차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,4차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,5차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,6차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,7차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,8차,방위사업청,0.0
2020,IP Xpeidte-글로벌  IP 정보활용과정,9차,방위사업청,0.0
2020,IT거버넌스,1차,방위사업청,0.0
2020,IT거버넌스,10차,방위사업청,0.0
2020,IT거버넌스,11차,방위사업청,0.0
2020,IT거버넌스,12차,방위사업청,0.0
2020,IT거버넌스,2차,방위사업청,0.0
2020,IT거버넌스,3차,방위사업청,0.0
2020,IT거버넌스,4차,방위사업청,100.0
2020,IT거버넌스,5차,방위사업청,0.0
2020,IT거버넌스,6차,방위사업청,0.0
2020,IT거버넌스,7차,방위사업청,0.0
2020,IT거버넌스,8차,방위사업청,0.0
2020,IT거버넌스,9차,방위사업청,0.0
2020,KDI 정책대학원,1차,KDI국제정책대학원,100.0
2020,M&S VV&A,1차,방위사업청,50.0
2020,M&S VV&A,10차,방위사업청,0.0
2020,M&S VV&A,11차,방위사업청,0.0
2020,M&S VV&A,12차,방위사업청,40.0
2020,M&S VV&A,2차,방위사업청,0.0
2020,M&S VV&A,3차,방위사업청,0.0
2020,M&S VV&A,4차,방위사업청,100.0
2020,M&S VV&A,5차,방위사업청,0.0
2020,M&S VV&A,6차,방위사업청,66.7
2020,M&S VV&A,7차,방위사업청,100.0
2020,M&S VV&A,8차,방위사업청,0.0
2020,M&S VV&A,9차,방위사업청,0.0
2020,M&S VV&A_30차수,30차,방위사업청,0.0
2020,M&S 기반 교육훈련,1차,방위사업청,100.0
2020,M&S 기반 교육훈련,10차,방위사업청,0.0
2020,M&S 기반 교육훈련,11차,방위사업청,0.0
2020,M&S 기반 교육훈련,12차,방위사업청,66.7
2020,M&S 기반 교육훈련,2차,방위사업청,0.0
2020,M&S 기반 교육훈련,3차,방위사업청,0.0
2020,M&S 기반 교육훈련,4차,방위사업청,0.0
2020,M&S 기반 교육훈련,5차,방위사업청,0.0
2020,M&S 기반 교육훈련,6차,방위사업청,0.0
2020,M&S 기반 교육훈련,7차,방위사업청,0.0
2020,M&S 기반 교육훈련,8차,방위사업청,0.0
2020,M&S 기반 교육훈련,9차,방위사업청,0.0
