번호,국가,제목,등록일자
96,이스라엘,"이스라엘, 독일제 함정 도입",2015-01-21
94,인도,"인도, 다목적 헬기 도입",2015-01-21
93,말레이시아,"말레이시아, 보병장갑차(8x8) 최초 인수",2015-01-21
135,인도,"인도, 중형 다목적 전투기(MMRCA) 사업 취소 암시",2015-01-20
106,덴마크,"덴마크, 장갑차용 RPG 장갑체계로  암세이프사의 타리안 선정",2015-01-20
103,핀란드,"핀란드 파트리아(Patria)사, 콩스버그(Kongsberg)사와 공동사업 추진",2015-01-20
92,폴란드,"폴란드, 파트리아사 차륜형 다목적장갑차  8×8  AMV 200대 발주",2015-01-20
91,체코,"체코, 8×8 지휘장갑차 판두르 II 20대 발주 예정",2015-01-20
120,인도네시아,"인도네시아, 자체 건조 강습함 실전배치",2015-01-13
118,필리핀,"필리핀, 해병대 M14 저격용 소총을 신형 M40 7.62mm 플랫폼으로 교체 예정",2015-01-13
122,인도,"인도, OTO Melara사의 127/64 LW 함포 선정",2015-01-12
74,나이지리아,"나이지리아, 주력전차 T-72AV 및 병력수송장갑차 BTR-4E 구매 추정",2015-01-12
73,폴란드,"폴란드, 무인지상차량 제안요청서 발표",2015-01-12
58,핀란드,"핀란드, Patria사가 성능개량한 첫 번째 XA-180 병력수송장갑차 인수",2015-01-12
56,노르웨이,"노르웨이, 보병전투장갑차 CV90용으로 덴마크 LED 탐조등 선정",2015-01-12
48,레바논,"레바논, IVECO사의 차륜형 장갑차 LMV - MPV - VBTP  구매계약체결",2015-01-12
47,사우디아라비아,"사우디아라비아, 주력전차 M1A2 42대 성능개량계약 체결",2015-01-12
46,아프가니스탄,"아프가니스탄, 주력전차 T-55 정비사업 협상 중",2015-01-12
33,우루과이,"우루과이, 이동식 국경 경계체계 인수 완료",2015-01-12
114,슬로바키아,"슬로바키아, C-27J 구매 계약 체결",2015-01-05
112,폴란드,"폴란드, 연안미사일 대대 구매 추진",2015-01-05
111,인도네시아,"인도네시아, 그리펜 전투기 구매 가능성",2015-01-05
110,베트남,"베트남, 러시아 신형 프리킷 인수 예정",2015-01-05
109,칠레,"칠레, 연안 초계함 건조 추진",2015-01-05
105,칠레,"칠레, 소형 무인기 구매 추진",2015-01-05
95,아르헨티나,"아르헨티나, 이스라엘 구형 전투기 구매 검토",2015-01-05
124,인도,"인도, 7억 달러 규모의 군사장비 관련 제안 승인",2014-12-30
117,나이지리아,"나이지리아, 공격용 소총 구매",2014-12-30
116,네덜란드,"네덜란드, NS100 레이더 계약 체결",2014-12-30
70,크로아티아,"크로아티아, 독일 PzH 2000 자주포 구매",2014-12-30
59,리투아니아,"리투아니아, 폴란드 GROM MANPADS 방공체계 구매 예정",2014-12-30
68,프랑스,"프랑스, Roquette NG 무기체계 도입",2014-12-29
44,대만,"대만, 미국으로부터 UH-60 Black Hawk 중형 수송헬기 구매",2014-12-29
265,베트남,"베트남, 무레나 구입 예정",2014-12-17
209,터키,"터키 로켓산, 록히드마틴과 미사일 협정 체결",2014-12-17
57,폴란드,"폴란드, 잠수함 도입 동향",2014-12-17
53,앙골라,"앙골라, 브라질로터 경비정 도입",2014-12-17
52,우루과이,"우루과이, 신규 훈련기 도입 가능성",2014-12-17
234,나이지리아,"나이지리아, 파키스탄으로부터 JF-17 Thunder 전투기 구매 예상",2014-12-16
224,뉴질랜드,"뉴질랜드, MEKO급 호위함용으로 라인메탈사의 MASS 선정",2014-12-16
220,불가리아,"불가리아, 미국으로부터 Phoenix 30 UAS 도입",2014-12-16
213,인도,"인도, 다목적헬기로 시콜스키사의 S-70B Seahawk헬기 선정",2014-12-16
238,브라질,"브라질, Sea Ceptor 미사일을 차세대 초계함용 국지 방공무기로 선정",2014-12-11
214,브라질,"브라질, 105mm포 탑재 기동포체계 획득사업 정상 추진 중",2014-12-11
258,파키스탄,"파키스탄, 중국의 J-31 스텔스기 구매 희망",2014-12-10
257,인도,"인도, 현행 105mm 경야포 대체를 위한 대규모 입찰 제안",2014-12-10
256,수단,"수단, Kombo 미래병사체계로 중국의 QBZ-97 공격용 소총 선정",2014-12-10
240,스페인,"스페인, 신형 탄약 계약 체결",2014-12-10
239,체코,"체코, 이동식 방공레이더 획득 추진",2014-12-10
165,브라질,"브라질, Gripen 전투기 도입 수량 최종 확정",2014-12-05
164,폴란드,"폴란드, 특수작전부대에 SCT Rubin 열상 조준경 보급 예정",2014-12-05
163,캐나다,"캐나다, Harris사와 전술무전기 계약 체결",2014-12-05
148,노르웨이,"노르웨이, 미 Intergraph사와 지형지도제작 계약 체결",2014-12-05
147,오스트레일리아,"호주, 차세대 잠수함에 일본의 신형 추진시스템 적용 희망",2014-12-05
146,파키스탄,"파키스탄, 중국의 J-31 스텔스기 구매 희망",2014-12-05
145,오스트레일리아,"호주, 보잉사와 헬기승무원훈련체계(HATS) 관련 계약 체결",2014-12-05
192,인도네시아,"인도네시아-터키, 새로운 중형 전차 개발 합의",2014-12-01
107,폴란드,"폴란드, 러시아에 대한 대응수단 구매",2014-12-01
102,말레이시아,"말레이시아, Land Rogue RCWS 인수",2014-12-01
101,이집트,"이집트, 경기관총 및 권총 구매",2014-12-01
90,이라크,"이라크, 첨단정밀타격무기체계(APKWS) 도입 예정",2014-12-01
123,인도네시아,"인도네시아, 대잠헬기 11대 구매",2014-11-27
115,인도네시아,"인도네시아, EC725 중형수송헬기 첫 호기 인수",2014-11-27
113,오스트레일리아,"호주, Cubic사와 ACMI훈련을 위한 계약 체결",2014-11-27
108,가봉,"가봉, 15A 포 설치대 및 NARWHAL RWS 구매",2014-11-27
136,레바논,"레바논, 프랑스의 CAESAR 155mm 차륜형 곡사포 등 무기 구매 예정",2014-11-24
125,폴란드,"폴란드, 2016년에 Narew 단거리 방공체계 획득사업 시작 예정",2014-11-24
121,폴란드,"폴란드, 궤도형 교량전차 MG-20 Daglezja-G 소량초도양산 입찰 착수",2014-11-24
119,파키스탄,"파키스탄, 고속정 도입",2014-11-24
130,폴란드,"폴란드, 9개 이동식 디지털 통신센터 획득 개시",2014-11-21
128,카타르,"카타르, Thales사로부터 군용위성통신체계 주문",2014-11-21
126,인도,"인도, 이스라엘의 Spike 대전차 유도미사일 8,000발과 발사기 300대 구매 예정",2014-11-21
75,폴란드,"폴란드, 주력전차 Leopard 2A5 추가분 인수",2014-11-21
127,에스토니아,"에스토니아, Javelin 유도미사일 구매 예정",2014-11-06
23,핀란드,"핀란드, 새로운 전투기 사업 검토 착수",2014-11-06
21,인도,"인도, 보병전투 장갑차 BMP-1 파워팩 성능개량 제안요청서 공표",2014-11-06
134,에스토니아,"에스토니아, 보병전투 장갑차 CV90 구매 예정",2014-11-04
133,인도,"인도, AN-32기 성능개량 사업 10월말 입찰 예정",2014-11-04
39,오스트레일리아,"호주, Nulka 체계에 대한 2,800만 호주달러 규모 계약 체결",2014-11-04
38,브라질,"브라질, 미래 8×8 차륜형 중(中)형 정찰장갑차 기본 요구조건 승인",2014-11-04
29,독일,"독일 연방군, 신형 합동무선체계 획득",2014-11-04
67,라트비아,"영국, 중고 장갑차 라트비아에 판매",2014-11-03
66,앙골라,"브라질, 앙골라와 해군 현대화사업 MOU체결",2014-11-03
65,체코,"헝가리, T-72탱크 체코에 판매",2014-11-03
55,스위스,"스위스, 2025년경에 신형전투기 도입",2014-11-03
54,폴란드,"프랑스, 對폴란드 대규모 방산수출 추진",2014-11-03
32,체코,"스웨덴, 체코 및 슬로바키아와 그리펜 전투기 개발 협력 협정서 서명",2014-11-03
31,프랑스,"프랑스, 공군 훈련기 교체 계획",2014-11-03
222,페루,"페루, 구형 주력전차 T-55  교체용으로 러시아 T-90S 구매에 관심 표명",2014-10-31
221,태국,"태국 해군, EC645 T2 다목적중형헬기 5대 구매",2014-10-31
207,페루,"페루, 9mm 권총 30,000정 획득 착수",2014-10-31
206,이스라엘,"이스라엘, M72 경대전차무기 발주",2014-10-31
25,오스트레일리아,"호주, 정찰장갑차 사업 추진",2014-10-31
22,파키스탄,"파키스탄, 지뢰방호 장갑차 구매",2014-10-31
72,폴란드,"폴란드,  순항미사일 구매 추진",2014-10-29
71,남아프리카공화국,"남아프리카공화국, 훈련 및 시뮬레이션 확대 예정",2014-10-29
60,뉴질랜드,"뉴질랜드, 연안경비함(OPV)의 Typhoon 함포에 대한 수락시험 완료",2014-10-29
253,라트비아,"라트비아, 영국의 잉여 전투장갑차 123대 구매",2014-10-20
243,리투아니아,"리투아니아, 폴란드의 GROM 미사일 도입",2014-10-20
237,영국,"영국, 해군 신형 연안경비함 건조 착수",2014-10-20
236,노르웨이,"노르웨이, Saab사와 차세대 차량 시뮬레이터 계약 체결",2014-10-20
235,헝가리,"헝가리, 체코에 T-72 전차 58대 매각",2014-10-20
228,멕시코,"멕시코, 네덜란드 Damen사와 함정 건조 계약 체결",2014-10-20
227,체코,"체코,슬로바키아,헝가리, 신형 3-D 레이더 획득 추진",2014-10-20
226,노르웨이,"노르웨이, 첫 CV90 공병장갑차 인수",2014-10-20
219,영국,"영국, 육군용 차세대 궤도형 장갑차 SV Scout 589대 발주 예정",2014-10-20
218,싱가포르,"싱가포르, 연안임무함(LMV) 선도함 기공식",2014-10-20
217,베트남,"베트남, 고속상륙정 인도",2014-10-20
252,헝가리,"헝가리, Mistral 미사일체계 성능개량 계약 체결",2014-10-17
201,오스트레일리아,"호주, 해군 잠수함 사업 동향",2014-10-02
189,알제리,"알제리, 해군 함정 인도 예정",2014-10-02
184,칠레,"칠레, 해군 경비함 진수",2014-10-02
181,알제리,"알제리, 무기구매 동향",2014-10-02
180,브라질,"남미국가연합, 기본 훈련기 공동 생산",2014-10-02
170,차드,"차드, 추가 수송기 인도 예정",2014-10-02
132,터키,"터키, 자국산 급습정(상륙용 쾌속 공격정)의 10척 도입",2014-09-23
131,터키,"터키, 자국산 탱크생산 계약",2014-09-23
104,터키,"터키, 록히드 마틴 社의 F-35A 전투기를 2기 주문 예정",2014-09-23
69,터키,"터키, 플라스틱 폭탄, 탄두, 항공 폭약을 자체 생산",2014-09-23
43,칠레,"칠레, 쇄빙선 수입 대신 국내제작 가능성 높아져",2014-09-23
42,베트남,"베트남 해안경비대(CSBV), 해안경비용 헬기 도입 임박",2014-09-23
41,터키,"터키, 터키산 차세대 전투기에 외국산 엔진장착 결정",2014-09-23
40,터키,"터키, 장거리공중미사일방어체계(T-LORAMIDS) 구축사업 계획에 혼선",2014-09-23
35,터키,"터키, 무인항공기 개발 성공",2014-09-23
34,폴란드,"폴란드, 대공미사일 방어시스템 구축 계획",2014-09-23
28,터키,"터키, 미국산 신형 중거리 공대공 미사일 도입 예정",2014-09-23
27,칠레,"칠레 경찰, 무인정찰기 도입 추진",2014-09-23
26,칠레,"칠레, 개인화기 선정",2014-09-23
24,브라질,"브라질, 해양 감시 프로젝트 추진",2014-09-23
20,필리핀,"필리핀, 해상방어능력 증강 추진",2014-09-23
19,터키,"터키, 미국으로부터 3억2천만 달러 규모의 공대공 미사일 도입",2014-09-23
37,베트남,"베트남, C-295 AEW(조기경보기) 도입 가능성 제기",2014-09-22
36,베트남,"베트남 해군, Camcopter S-100 무인 헬기 구입위해 협상 중",2014-09-22
30,온두라스,"온두라스, 공군 경전투기 신규 도입 및 리모델링 추진",2014-09-22
2,과테말라,"과테말라, 브라질 Super Tucano 경전투기 도입 취소 완전 매듭",2014-09-22
1,아랍에미리트,"UAE, 군용차량 자체 생산",2014-09-22
245,아제르바이잔,"아제르바이잔, 이스라엘로부터 신형 경비함 구매",2014-09-06
205,이스라엘,"이스라엘, Dolphin Ⅱ급 신형 잠수함 독일로부터 인수",2014-09-06
203,인도네시아,"인도네시아 해군, KCR-60M급 유도탄함 인수",2014-09-06
178,오스트레일리아,"호주, Supacat사와  특수전부대용 차량 계약 체결",2014-09-06
129,리투아니아,"리투아니아, 보병전투 장갑차 획득사업에 EU 지침 적용 배제",2014-09-06
49,아랍에미리트,"UAE군, 지상전술 데이터링크체계 구매",2014-09-06
45,오스트레일리아,"호주의 차세대 잠수함 사업, 일본 잠수함 구매로 기울어",2014-09-06
233,필리핀,"필리핀, Frigate 사업 동향",2014-09-05
223,베트남,"베트남, 제3호 Kilo급 잠수함 획득",2014-09-05
208,덴마크,"덴마크, 차세대전투기 획득사업 재개",2014-09-05
204,영국,"영국, 연안 초계함 3척 건조 확정",2014-09-05
64,탄자니아,"탄자니아, 전투식량 구매 관심",2014-09-05
63,브루나이,"브루나이, 공군헬기 퇴역",2014-09-05
62,오스트레일리아,"호주, 해군 미래 잠수함 사업 동향",2014-09-05
61,페루,"페루, 캐나다産 장갑차 구매",2014-09-05
266,아제르바이잔,"아제르바이잔, Paramount Group사로부터 4x4 장갑차 Matador 및 Marauder 2차분 인수",2014-09-01
264,아제르바이잔,"아제르바이잔, 러시아 TOS-1A 등 신형 군사장비 인수 예정",2014-09-01
263,브라질,"러시아, 브라질과 Pantsir-S1 단거리 방공체계 공급 계약 체결 예상",2014-09-01
262,인도,"인도 공군, 러시아로부터 A-50 공중조기경보통제기 3대 추가 구매 계획",2014-09-01
255,이라크,"이라크, AGM-114K/N/R Hellfire 미사일 및 관련 장비 구매 예정",2014-09-01
254,이집트,"이집트, 병력수송 장갑차 BTR-50 성능개량 작업 완료 임박",2014-09-01
251,불가리아,"불가리아, 10파운드급 감시용 무인기 획득 계획",2014-09-01
250,멕시코,"멕시코 해군, BeechCraft사의 King Air 350ER 초계기 초호기 인수",2014-09-01
249,인도네시아,"인도네시아, KCR-40급 미사일함 4척 금년 9월 진수",2014-09-01
248,핀란드,"핀란드 육군, Elektrobit사와 전술 무선 IP 네트워크체계 계약 체결",2014-09-01
247,인도네시아,"인도네시아, 미국으로부터 F-16 전투기 3대 인수",2014-09-01
242,터키,"터키, 미국으로부터 AIM-120C-7 AMRAAM 구매 요청",2014-09-01
241,베네수엘라,"베네수엘라, 중국제 8x8 병력수송 장갑차 VN-1 인수",2014-09-01
232,크로아티아,"크로아티아, PzH 2000 155mm 중고 자주포 12대 구매 예정",2014-09-01
231,우크라이나,"우크라이나, 현대화한  주력전차 T-64 및 T-72 인수 예정",2014-09-01
230,소말리아,"아프리카연합 소말리아평화유지군, Casspir 앰뷸런스 인수",2014-09-01
229,스웨덴,"BAE Systems사, 스웨덴 군에서 2P 탄약 수주",2014-09-01
216,그리스,"그리스, Rheinmetall사의 Leopard 2 전차 탄약 주문",2014-09-01
215,우루과이,"브라질, 우루과이에 성능개량형 경(輕)전차 증여 예정",2014-09-01
212,인도네시아,"인도네시아, Klewang급 스텔스 초계함 4척 건조 재 착수",2014-09-01
211,우크라이나,"우크라이나 군, 신형 8x8  120mm 박격포 탑재 장갑차 인수 예정",2014-09-01
210,사우디아라비아,"미 시콜스키사, 사우디아라비아와 UH-60M 헬기 12대 공급 계약",2014-09-01
191,베트남,"베트남, Airbus DS사의 C295 수송기 2015년부터 운용",2014-09-01
190,리투아니아,"리투아니아, 보병전투 장갑차 획득사업 시작",2014-09-01
182,독일,독일-프랑스 방위산업체 합병,2014-09-01
176,폴란드,"이탈리아 Oto Melara사, 폴란드에 HITFIST 포탑 수주계약",2014-09-01
175,덴마크,"덴마크, 차세대 전투기사업 신청기종 확정",2014-09-01
174,브라질,"이탈리아 AW사, 브라질 해군 헬기 현대화 사업 계약체결",2014-09-01
173,스웨덴,스웨덴 SAAB사 독일 ThyssenKrupp Marine Systems 인수,2014-09-01
172,리투아니아,"리투아니아, 휴대형 지대공 유도탄 구매",2014-09-01
171,엘살바도르,"칠레 공군 A-37기, 엘살바도르 판매",2014-09-01
168,베트남,"베트남, 자체 건조 Molniya급 고속미사일함 2척 취역",2014-09-01
166,파라과이,"파라과이 공군, 항공전력 증강 추진",2014-09-01
157,브라질,"스웨덴, 브라질 차세대 전투기 사업 양해각서 체결",2014-09-01
156,스웨덴,"스웨덴 사브, 향후 10년 간 그리펜 전투기 400대 판매 계획",2014-09-01
155,러시아,"러 공군, &apos;14년 100여대 신형 전투기 인수 예정",2014-09-01
154,브라질,"사브社, 브라질 그리펜 사업에 스위스 부품업체 참여 발표",2014-09-01
153,아르헨티나,"아르헨티나, 신형 UAV 개발",2014-09-01
152,아제르바이잔,"벨로루시의 TETRAEDR사, T38 Stilet 방공미사일체계 아제르바이잔에 인도",2014-09-01
141,인도,"인도, 현대식 탄  방호 가능한 신형 주력전차 개발 착수",2014-09-01
140,인도,"인도 공군, BAE Systems사와 탄약 공급 계약 체결",2014-09-01
139,바레인,"바레인, 러시아에 최신 Kornet 대전차 유도미사일(ATGW) 발주",2014-09-01
138,오스트레일리아,"호주, 국가안보 강화 위해 BAE사와 빅 데이터 연구 시작",2014-09-01
137,인도,"인도, 미국으로부터 M777 초경량 곡사포 145문 구매계약 체결",2014-09-01
51,우크라이나,"우크라이나 육군, 신형 Bastion-1 122mm 다연장 로켓체계(MLRS) 수령 예정",2014-09-01
50,말레이시아,"말레이시아 해군, 2세대 초계함 형상 첫 공개",2014-09-01
261,체코,"체코, 새로운 지휘용 장갑차로 8x8 Pandur 고려 중",2014-08-28
260,폴란드,"레이시온사, 폴란드의 WISLA 경쟁입찰사업 참여",2014-08-28
259,리투아니아,"리투아니아, 폴란드에서 GROM MANPADS 개인휴대형 방공체계 구매 예정",2014-08-28
246,스웨덴,"스웨덴, KMW사와 교량전차  LEGUAN 3대 구매 계약 체결",2014-08-28
244,콜롬비아,"콜롬비아 육군, Nexter System사의 신형 LG1 Mk III 105mm 경포 보급",2014-08-28
225,싱가포르,"싱가포르, 합동정밀직격탄(JDAM) 키트 구매 예정",2014-08-28
159,영국,"영 육군, 미래 교량체계 사업 착수 예정",2014-08-28
158,인도네시아,"인도네시아 해군, 프랑스로부터 연안 방어 지원함 2척 구매",2014-08-28
142,멕시코,"멕시코, BAE사와 57mm 해군 함포 계약 체결",2014-08-28
202,에스토니아,"에스토니아, Javelin 대전차유도무기 구매 추진",2014-08-26
200,브라질,"브라질, 신형 핵추진잠수함 건조 추진",2014-08-26
199,영국,BAE사. 영국 해군의 Type 26 호위함 개발 사업에 참여할 새로운 업체 선정,2014-08-26
198,러시아,"러시아, 공수부대에 신형 Verba MANPADS 휴대용 대공방어미사일체계 배치",2014-08-26
197,방글라데시,"파키스탄 HIT사, 방글라데시 주력전차 성능개량 제안",2014-08-26
196,이집트,"DCNS사, 이집트와 10억 유로 규모의 초계함 공급 계약 체결",2014-08-26
195,스웨덴,"스웨덴, 독일 RMMV사에 군용 군수 트럭 발주",2014-08-26
194,파키스탄,"파키스탄 해군, Azmat급 2번함 ‘Dehshat’함 취역",2014-08-26
193,미얀마,"미얀마, 우크라이나제8x8 병력수송 장갑차  BTR-3U 국내 생산 시작",2014-08-26
188,사우디아라비아,"스위스 Pilatus사, 사우디아라비아에 PC-21 훈련기 인도",2014-08-26
187,폴란드,"폴란드 WZM사, Patria사와 병력수송 장갑차 Rosomak 신규 라이센스 계약 체결",2014-08-26
186,네덜란드,"네덜란드 해군, 잠수함 교체 구상 착수",2014-08-26
185,슬로바키아,"슬로바키아 및 체코, 신형 보병전투 장갑차 Sakal 공개",2014-08-26
183,브라질,"브라질,  병력수송 장갑차 M113  성능개량 키트 미국에 요청",2014-08-26
179,아일랜드,"스웨덴 Saab사, 아일랜드와 RBS 70 성능개량  계약 체결",2014-08-26
177,인도,"인도 해군, 조만간 대형 구축함 Kolkata함 인수",2014-08-26
169,카타르,"카타르, 라팔기 수입 가능성 제기",2014-08-26
167,프랑스,"프랑스 육군, 생체리듬 감지 센서 착용 예정",2014-08-26
162,요르단,"Airbus사와 ATK사, 요르단 공군의 C-295 수송기 공격형 모델 개발",2014-08-26
161,인도,"인도 해군, 대잠전용 함정 구매 계획 발표",2014-08-26
160,영국,"영 육군, 프랑스 차륜형 보병전투 장갑차 VBCI 시험 예정",2014-08-26
151,필리핀,"필리핀,  Elbit사와 병력수송 장갑차 성능개량계약 체결",2014-08-26
150,말리,"말리주둔 UN군, 무인정찰기 확보 계획",2014-08-26
149,알제리,"독일 방산업체, 대 알제리 전차수출",2014-08-26
144,폴란드,폴란드 경비함 사업 동향,2014-08-26
143,미얀마,"미얀마 공군, JF-17 전투기 구매 예정",2014-08-26
76,아제르바이잔,"아제르바이잔, 러시아제 주력전차 T-90 100대 추가 구매 가능",2014-08-26
