번호,국가,제목,등록일자
1130,남아프리카공화국,[해외입찰정보] 남아프리카공화국 치안 유지용 9mm 권총,2020-06-12
1129,싱가포르,[해외입찰정보] F16 부품,2020-06-05
1128,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-06-05
1127,스리랑카,[해외입찰정보] 스리랑카 군용 다목적 4×4 차량,2020-06-05
1126,폴란드,[해외입찰정보] 폴란드 방독면,2020-06-05
1125,인도,[해외입찰정보] 인도 실험용 직류 서플라이,2020-06-05
1124,체코,[해외입찰정보] 체코 전투 유니폼,2020-06-05
1123,에스토니아,[해외입찰정보] 에스토니아 수류탄,2020-06-05
1122,싱가포르,[해외입찰정보] 항공기용 부품,2020-06-05
1121,필리핀,[해외입찰정보] 필리핀 시험용 5.56mm 소총,2020-06-05
1120,폴란드,[해외입찰정보] 폴란드 경찰용 탄약,2020-06-05
1119,필리핀,[해외입찰정보] 필리핀 시험용 Caliber 45 권총,2020-06-05
1118,포르투갈,[해외입찰정보] 포르투갈 군복,2020-06-05
1117,슬로베니아,"[해외입찰정보] 슬로베니아 의료장비, 의약품 및 개인관리 제품",2020-06-05
1116,태국,태국 국방조달시장 분석,2020-06-02
1115,인도네시아,인도네시아 국방조달시장 분석,2020-06-02
1114,폴란드,"[해외입찰정보] 폴란드 총기,탄약 및 관련 부품",2020-05-29
1113,방글라데시,[해외입찰정보] 방글라데시 훈련기 터보프롭 엔진,2020-05-29
1112,싱가포르,[해외입찰정보] 싱가포르 훈련용 시청각 시스템,2020-05-29
1111,스페인,[해외입찰정보] 스페인 지휘 및 정찰 차량,2020-05-29
1110,리투아니아,[해외입찰정보] 리투아니아 전투 시뮬레이터,2020-05-29
1109,필리핀,[해외입찰정보] 필리핀 30mm 고폭약,2020-05-29
1108,싱가포르,[해외입찰정보] 싱가포르 함정 수리용 부속,2020-05-29
1107,싱가포르,[해외입찰정보] 싱가포르 함정 압력센서,2020-05-29
1106,태국,[해외입찰정보] 태국 샷건,2020-05-29
1105,독일,[해외입찰정보] 독일 폭탄,2020-05-29
1104,모로코,"[해외방산시장동향] 모로코, 지상대공미사일 구매 관련 BNP Paribas와 수출금융 계약",2020-05-29
1103,스웨덴,[해외입찰정보] 스웨덴 탄약,2020-05-29
1102,독일,[해외입찰정보] 독일 탄약,2020-05-29
1101,싱가포르,[해외입찰정보] 싱가포르 F16 부품,2020-05-29
1100,방글라데시,[해외입찰정보] 방글라데시 항공기 발연기,2020-05-22
1099,파라과이,[해외입찰정보] 파라과이 치안유지용 방패,2020-05-22
1098,인도,[해외입찰정보] 인도 실험용 풍향 테스트 카메라,2020-05-22
1097,포르투갈,[해외입찰정보] 포르투갈 군복,2020-05-22
1096,독일,[해외입찰정보] 독일 특수전 차량,2020-05-22
1095,독일,[해외입찰정보] 독일 방탄조끼,2020-05-22
1094,체코,[해외입찰정보] 체코 군용 헬멧,2020-05-22
1093,베트남,[해외입찰정보] 베트남 문서 보존용 종이,2020-05-22
1092,필리핀,[해외입찰정보] 인도 연구용 고순도 실리콘,2020-05-22
1091,방글라데시,[해외입찰정보] 방글라데시 육군 훈련탄,2020-05-22
1090,루마니아,[해외입찰정보] 루마니아 지휘 및 연락 차량,2020-05-22
1089,필리핀,[해외입찰정보] 필리핀 경찰용 호송용 차량,2020-05-22
1088,체코,[해외입찰정보] 체코 전투 시뮬레이터,2020-05-22
1087,칠레,[해외입찰정보] 특수기동대 전술 헬멧,2020-05-22
1086,라트비아,[해외입찰정보] 라트비아 개인용 장구류,2020-05-18
1085,스페인,[해외입찰정보] 스페인 방호복,2020-05-18
1084,스페인,[해외입찰정보] 스페인 작업복,2020-05-18
1083,몰타,[해외입찰정보] 몰타 개인용 보호장비,2020-05-18
1082,이탈리아,[해외입찰정보] 이탈리아 군용 탄약,2020-05-18
1081,프랑스,[해외입찰정보] 프랑스 비디오 감시 시스템,2020-05-18
1080,싱가포르,[해외입찰정보] 싱가포르 실험용 공기 포집기,2020-05-15
1079,네팔,[해외입찰정보] 네팔 치안유지장비,2020-05-15
1078,필리핀,[해외입찰정보] 필리핀 해군 25mm 탄약,2020-05-15
1077,필리핀,[해외입찰정보] 필리핀 해군 76mm 탄약,2020-05-15
1076,필리핀,[해외입찰정보] 필리핀 해군 선체부착기뢰,2020-05-15
1075,필리핀,[해외입찰정보] 필리핀 치안유지용 수갑,2020-05-15
1074,필리핀,[해외입찰정보] 필리핀 경찰용 9mm 탄약,2020-05-15
1073,브라질,"[해외입찰정보] 브라질 치얀유지용 샷건, 화염방사기 등",2020-05-08
1072,독일,[해외입찰정보] 독일 전투 장비,2020-05-08
1071,불가리아,[해외입찰정보] 폴란드 방독면,2020-05-08
1070,오스트리아,[해외입찰정보] 오스트리아 탄약,2020-05-08
1069,싱가포르,[해외방산시장동향] 싱가포르 공군 비행복,2020-05-08
1068,싱가포르,[해외입찰정보] 싱가포르 함정 수리용 부속,2020-05-08
1067,인도,[해외입찰정보] 인도 위장용 더미 탱크,2020-05-08
1066,포르투갈,[해외입찰정보] 포르투갈 군복,2020-05-08
1065,독일,[해외입찰정보] 독일 병력 수송 장갑차,2020-05-08
1064,필리핀,[해외입찰정보] 필리핀 경찰용 5.56mm 탄창,2020-05-08
1063,필리핀,[해외입찰정보] 필리핀 경찰용 5.56mm 탄약,2020-05-08
1062,인도네시아,[해외방산시장동향] 인도네시아의 방산업체 군수품 관련 계약 지연 지적,2020-05-08
1061,폴란드,[해외입찰정보] 폴란드 군용 헬멧,2020-05-08
1060,이탈리아,"[해외입찰정보] 이탈리아 피복, 신발, 수하물 및 부속품",2020-04-29
1059,필리핀,[해외입찰정보] 필리핀 마닐라 치안유지용 45구경 소총,2020-04-29
1058,방글라데시,[해외입찰정보] 방글라데시 공군용 야간투시경,2020-04-29
1057,불가리아,[해외입찰정보] 불가리아 군함용 부품,2020-04-29
1056,벨기에,[해외입찰정보] 벨기에 경찰 제복,2020-04-29
1055,필리핀,[해외입찰정보] 필리핀 마닐라 치안유지용 5.56mm 소총,2020-04-29
1054,그리스,[해외입찰정보] 그리스 함정용 엔진 및 부품,2020-04-29
1053,스웨덴,"[해외입찰정보] 스웨덴 보안, 소방, 경찰 및 방위 장구류(경찰용 헬멧)",2020-04-29
1052,필리핀,[해외입찰정보] 필리핀 마닐라 치안유지용 5.56mm 탄약,2020-04-29
1051,필리핀,"[해외입찰정보] 필리핀 지방정부 치안유지용 탄약(5.56mm, 9mm, 40mm 등)",2020-04-29
1050,슬로베니아,"[해외입찰정보] 슬로베니아 보안, 소방, 경찰 및 방위 장구류(개인 보호 장구)",2020-04-29
1049,방글라데시,[해외입찰정보] 방글라데시 해군 훈련용 시뮬레이터,2020-04-29
1048,방글라데시,[해외입찰정보] 방글라데시 군 통신용 광케이블,2020-04-29
1047,필리핀,"[해외입찰정보] 필리핀 지방정부 치안유지용 탄약, 귀마개, 표적",2020-04-29
1046,리투아니아,[해외입찰정보] 리투아니아 경찰 유니폼,2020-04-27
1045,영국,[해외입찰정보] 영국 기관총,2020-04-27
1044,방글라데시,[해외입찰정보] 방글라데시 공군용 폭발물처리반 차량,2020-04-24
1043,방글라데시,[해외입찰정보] 방글라데시 항공기용 23mm AP탄,2020-04-24
1042,덴마크,[해외입찰정보] 덴마크 방독면,2020-04-24
1041,파키스탄,[해외입찰정보] 파키스탄 해군 훈련용 클레이 사격 시스템,2020-04-24
1040,필리핀,[해외입찰정보] 필리핀 경찰용 M4 소총,2020-04-24
1039,체코,[해외입찰정보] 체코 탄약,2020-04-24
1038,파키스탄,[해외입찰정보] 파키스탄 76mm 함포,2020-04-24
1037,방글라데시,[해외입찰정보] 방글라데시 항공기용 기관포,2020-04-24
1036,포르투갈,[해외입찰정보] 포르투갈 방호장비,2020-04-24
1035,독일,[해외입찰정보] 독일 전자 사격 표적 장치,2020-04-24
1034,방글라데시,[해외입찰정보] 해군 정비용 오버헤드 크레인,2020-04-17
1033,독일,[해외입찰정보] 독일 총기 및 탄약 관련 부품,2020-04-17
1032,그리스,[해외입찰정보] 그리스 함정용 엔진 및 엔진 부품,2020-04-17
1031,싱가포르,[해외입찰정보] 싱가포르 해군 함정용 액츄에이터,2020-04-17
1030,체코,[해외입찰정보] 체코 전자 사격 표적 장치,2020-04-17
1029,폴란드,[해외입찰정보] 폴란드 군용 전투복,2020-04-17
1028,인도,[해외입찰정보] 군차량 패널용 고압력센서,2020-04-17
1027,브라질,[해외입찰정보] 교도관용 12게이지 샷건,2020-04-17
1026,스웨덴,[해외입찰정보] 스웨덴 훈련용 비행기,2020-04-17
1025,폴란드,[해외입찰정보] 폴란드 군용차량,2020-04-17
1024,우크라이나,[해외입찰정보] 우크라이나 군용 모자,2020-04-17
1023,인도,[해외입찰정보] 인도 TBRL(Terminal Ballistic Research Laboratory) 연구용 고전압 축전지,2020-04-17
1022,인도,[해외입찰정보] 인도 군 차량용 공기 저장기,2020-04-17
1021,헝가리,[해외입찰정보] 헝가리 군용 권총 탄약,2020-04-10
1020,리투아니아,[해외입찰정보] 리투아니아 병력 수송 장갑차,2020-04-10
1019,필리핀,[해외입찰정보] 필리핀 군 및 경찰용 권총탄,2020-04-10
1018,필리핀,[해외입찰정보] 필리핀 경찰용 9구경 FMJ(Full Metal Jacket) 권총탄,2020-04-10
1017,필리핀,[해외입찰정보] 필리핀 9mm 권총탄,2020-04-10
1016,필리핀,[해외입찰정보] 필리핀 경찰용 5.56mm 소총탄(SS109/M855),2020-04-10
1015,라트비아,[해외입찰정보] 라트비아 군복(우의),2020-04-10
1014,파키스탄,[해외입찰정보] 파키스탄 76mm 함포,2020-04-10
1013,인도,[해외입찰정보] 인도 육군용 침낭,2020-04-10
1012,벨기에,"[해외입찰정보] 벨기에 군용 총기, 탄약 및 관련 부품",2020-04-10
1011,네덜란드,[해외입찰정보] 네덜란드 해상감시 레이더,2020-04-10
1010,포르투갈,[해외입찰정보] 포르투갈 초계함 및 순찰보트,2020-04-10
1009,스웨덴,[해외입찰정보] 스웨덴 경찰용 장갑,2020-04-10
1008,파키스탄,[해외입찰정보] 파키스탄 해군 훈련용 클레이 사격 시스템,2020-04-10
1007,독일,[해외입찰정보] 독일 경찰 방탄조끼,2020-04-10
1006,필리핀,"[해외입찰정보] 필리핀 경찰용 군납품(9mm 권총탄, 소음용 귀마개, 타겟보드)",2020-04-10
1005,태국,[해외입찰정보] 태국 정부기관용 권총,2020-04-03
1004,포르투갈,[해외입찰정보] 포르투갈 군복,2020-04-03
1003,키르기스스탄,[해외입찰정보] 키르키즈스탄 12gauge 탄약용 탄약통,2020-04-03
1002,대만,[해외입찰정보] 대만 군용 0.44인치 권총 탄약,2020-04-03
1001,체코,[해외입찰정보] 체코 보호 및 안전복,2020-04-03
1000,독일,[해외입찰정보] 독일 방공 레이더,2020-04-03
999,스리랑카,[해외입찰정보] 스리랑카 육군용 전술 무전기,2020-04-03
998,네팔,"[해외입찰정보] 네팔 육군용 방탄조끼, 방탄방패, 방탄헬멧 등",2020-04-03
997,싱가포르,[해외입찰정보] 싱가포르 군용 전술 권총집,2020-04-03
996,체코,[해외입찰정보] 체코 경찰장비,2020-04-03
995,인도,[해외입찰정보] 인도 니켈카드뮴 전지 및 부속품,2020-04-03
994,폴란드,[해외입찰정보] 폴란드 조종사복,2020-04-03
993,네덜란드,[해외입찰정보] 네덜란드 보호 및 안전 장비,2020-04-03
992,독일,[해외입찰정보] 독일 권총,2020-04-03
991,과테말라,[해외입찰정보] 과테말라 헬기용 수리부속품 등,2020-04-01
990,오만,"[해외입찰정보] 오만, 전자식 경찰봉 및 시위진압복",2020-04-01
989,영국,[해외입찰정보] 영국 군함용 부품,2020-03-30
988,폴란드,[해외입찰정보] 폴란드 군용 헬멧,2020-03-30
987,루마니아,[해외입찰정보] 루마니아 군복,2020-03-30
986,독일,[해외입찰정보] 독일 군용 탄약통(카트리지),2020-03-30
985,체코,[해외입찰정보] 체코 방탄조끼,2020-03-30
984,독일,[해외입찰정보] 독일 경찰용 벨트,2020-03-30
983,독일,[해외입찰정보] 독일 화생방 방호장비,2020-03-30
982,독일,[해외입찰정보] 독일 소총,2020-03-30
981,필리핀,[해외입찰정보] 필리핀 정부기관 권총용 9mm 탄약,2020-03-27
980,스리랑카,[해외입찰정보] 스리랑카 해군 9mm 권총,2020-03-27
979,필리핀,[해외입찰정보] 필리핀 경찰 권총용 5.56mm 탄약,2020-03-27
978,방글라데시,[해외입찰정보] 방글라데시 해군 12.7mm 기관총 및 거치대,2020-03-27
977,방글라데시,[해외입찰정보] 방글라데시 해군 오버헤드 크레인,2020-03-27
976,칠레,[해외입찰정보] 칠레 해군 방탄조끼,2020-03-27
975,인도,[해외입찰정보] 인도 정부연구기관용 UAV 및 Drone,2020-03-27
974,방글라데시,[해외입찰정보] 방글라데시 소총용 조준경,2020-03-20
973,방글라데시,[해외입찰정보] 방글라데시 소화기용 7.62x51mm 탄창,2020-03-20
972,방글라데시,[해외입찰정보] 방글라데시 불발탄 보관함,2020-03-20
971,스리랑카,[해외입찰정보] 스리랑카 GPS 세트,2020-03-20
970,슬로베니아,"[해외입찰정보] 슬로베니아 군용 총기, 탄약 및 관련 부품",2020-03-19
969,폴란드,[해외입찰정보] 폴란드 총기 및 탄약,2020-03-19
968,룩셈부르크,[해외입찰정보] 룩셈부르크 군용 차량 및 관련부품,2020-03-19
967,스페인,[해외입찰정보] 스페인 방탄조끼,2020-03-19
966,스위스,[해외입찰정보] 스위스 보조차량 및 인원수송장갑차,2020-03-19
965,폴란드,[해외입찰정보] 폴란드 방탄조끼,2020-03-19
964,독일,[해외입찰정보] 독일 군용 수송 헬리콥터,2020-03-19
963,방글라데시,[해외입찰정보] 방글라데시 네비게이션 레이더 시스템,2020-03-13
962,방글라데시,"[해외입찰정보] 방글라데시 연습용 수류탄, 조난신호기 등",2020-03-13
961,스페인,[해외입찰정보] 폴란드 경찰용 탄약,2020-03-13
960,스페인,[해외입찰정보] 스페인 탄약,2020-03-13
959,방글라데시,[해외입찰정보] 방글라데시 폭발물 탐지기,2020-03-13
958,영국,[해외입찰정보] 영국 화생방 방호장비,2020-03-13
957,슬로베니아,"[해외입찰정보] 슬로베니아 군용 총기, 탄약 및 관련부품",2020-03-13
956,스페인,[해외입찰정보] 스페인 무인항공기,2020-03-13
955,방글라데시,[해외입찰정보] 방글라데시 항공기용 발연기,2020-03-13
954,필리핀,[해외입찰정보] 필리핀 항공기 정비창 장비,2020-03-13
953,독일,[해외입찰정보] 독일 군용 탄약,2020-03-13
952,폴란드,[해외입찰정보] 폴란드 훈련용 비행기,2020-03-13
951,싱가포르,[해외입찰정보] 싱가포르 항공기 정비 도구,2020-03-13
950,핀란드,[해외입찰정보] 핀란드 경찰용 탄약,2020-03-06
949,핀란드,[해외입찰정보]핀란드 모의전투 시험장비,2020-03-06
948,영국,[해외입찰정보] 영국 기관총,2020-03-06
947,프랑스,[해외입찰정보] 프랑스 경찰 보안부대용 모듈식 탄약저장 설비,2020-03-06
946,필리핀,[해외입찰정보] 해경용 9mm Caliber 권총 246정,2020-03-06
945,체코,[해외입찰정보] 체코 전자사격 표적장치,2020-03-06
944,영국,[해외입찰정보] 영국 경찰 탄약 및 관련부품,2020-03-06
943,방글라데시,[해외입찰정보] 방글라데시 폭발물 제거 슈트(EOD Suit),2020-03-06
942,영국,[해외입찰정보] 영국 무인항공기,2020-03-06
941,폴란드,"[해외입찰정보] 폴란드 군용 총기, 탄약 및 관련 부품",2020-03-06
17,필리핀,[해외입찰정보] 방글라데시 500m 도화선(firing cable),2020-03-06
940,방글라데시,[해외입찰정보] 122mm 속사포 탄약통 등,2020-02-28
939,방글라데시,[해외입찰정보] 디지털 VHF FM 무전기 및 주변기기,2020-02-28
938,필리핀,[해외입찰정보]  필리핀 고폭탄두 장착 2.27인치 로켓 및 2.75인치 로켓 훈련탄,2020-02-28
937,알제리,[해외입찰정보] 알제리 수중 탐지 시뮬레이터,2020-02-28
936,필리핀,[해외입찰정보] 필리핀 45구경 Caliber 권총,2020-02-28
935,라트비아,[해외입찰정보] 라트비아 개인 병사용 장구류,2020-02-27
933,스위스,"[해외입찰정보] 스위스 경찰권총, 탄약 및 관련 부품",2020-02-27
932,리투아니아,[해외입찰정보] 리투아니아 방독면,2020-02-27
931,영국,[해외입찰정보] 영국 차량용 방탄 유리,2020-02-27
930,룩셈부르크,[해외입찰정보] 룩셈부르크 경찰 권총용 탄약,2020-02-27
929,덴마크,[해외입찰정보] 덴마크 40mm 예포탄약,2020-02-27
928,독일,[해외입찰정보] 독일 경찰장비,2020-02-27
927,프랑스,[해외입찰정보] 프랑스 무인항공기,2020-02-27
934,영국,[해외입찰정보] 영국 특수 순찰 보트,2020-02-21
926,불가리아,[해외입찰정보] 불가리아 총기 및 탄약,2020-02-21
925,사우디아라비아,"[해외방산시장동향] 사우디, 안전한 군 통신장비 개발을 위한 연구 프로그램 착수",2020-02-21
924,키프로스,[해외입찰정보] 키프로스 무인항공기,2020-02-21
923,필리핀,[해외입찰정보] 필리핀 권총용 9mm 탄약,2020-02-21
922,필리핀,[해외입찰정보] 필리핀 105mm 고폭약 탄약통,2020-02-21
921,영국,[해외입찰정보] 영국 보호 및 안전복,2020-02-21
920,필리핀,[해외입찰정보] 필리핀 수류탄,2020-02-21
919,인도,[해외방산시장동향] 인도 전투기 획득 협상 마무리,2020-02-21
918,체코,[해외입찰정보] 체코 모의전투 시험장비,2020-02-21
917,체코,[해외입찰정보] 체코 총기 및 탄약,2020-02-21
916,방글라데시,[해외입찰정보] 방글라데시 급조폭발물(IED) 전파교란장치,2020-02-21
915,그리스,[해외입찰정보] 그리스 개인 병사용 특수재난 대응 장구류,2020-02-21
914,폴란드,[해외입찰정보] 폴란드 전술 차량용 전기 전자 부품 및 구성품,2020-02-21
913,루마니아,[해외입찰정보] 루마니아 모바일 감시장비,2020-02-21
912,핀란드,"[해외입찰정보] 핀란드 항공기, 미사일, 우주비행체 모의훈련장비",2020-02-21
911,체코,[해외입찰정보] 체코 총기 및 탄약,2020-02-18
910,체코,[해외입찰정보] 체코 모의 전투 시험장비,2020-02-18
909,필리핀,"[해외입찰정보] 필리핀 9mm 권총, 12 Gauge 반자동 샷건, M16 소총 등",2020-02-13
908,라트비아,[해외입찰정보] 라트비아 사격표적시스템,2020-02-13
907,인도,인도 방산시장 동향분석 보고서,2020-02-13
906,스웨덴,[해외입찰정보] 스웨덴 출입국 통제 시스템,2020-02-13
905,영국,영국 방산시장 동향분석 보고서,2020-02-13
904,미국,미국 방산시장 동향분석 보고서,2020-02-13
903,방글라데시,[해외입찰정보] 방글라데시 휴대용 금속성분 분석기(,2020-02-13
902,스페인,[해외입찰정보] 스페인 방탄의복,2020-02-13
901,필리핀,[해외입찰정보] 2000213 필리핀 금속탐지기,2020-02-13
900,방글라데시,[해외입찰정보] 200213 방글라데시 선실형 알루미늄보트 및 아웃보드 엔진,2020-02-13
899,말레이시아,말레이시아 방산시장 동향분석 보고서,2020-02-13
898,스페인,[해외입찰정보] 스페인 특수 목적 차량,2020-02-13
897,네덜란드,[해외입찰정보] 네덜란드 감시보안시스템,2020-02-12
